id|userId|nickName|ratingAll|ratingLocation|ratingFacility|ratingService|ratingRoom|commentLevel|travelType|roomName|language|content|checkinDate|usefulCount|grade
712674543|"_M1360249****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Family Room"|"zh"|The service is thoughtful, warm and meticulous. The room is clean and tidy without any peculiar smell. The breakfast is very rich. The location is very good. It is located in Qianmen Pedestrian Street. I will stay here next time|"2023-01-19 00:00:00"|0|1
712056867|"1862919****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Superior Double Room"|"zh"|very good service, fully equipped Hygiene: clean and tidy nice environment Service: Thoughtful and meticulous, rich and delicious breakfast, very good check-in experience|"2023-01-18 00:00:00"|0|2
710312149|"M428859****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room"|"zh"|The room is small but clean. Free water and drinks. The window opens to Qianmen Street. The staff service is also very good. I bought breakfast. There are not many types but it is delicious. Praise|"2023-01-14 00:00:00"|0|1
711614389|"M251529****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"zh"|The location of the hotel is very good, it is located on Qianmen Street, only two minutes walk to Zhushikou subway station, next to Lawson. The room is well heated, clean and hygienic, and free soft drinks are provided every day. On the last day, the luggage left behind, I asked the front desk to send it back by courier, the customer service sister was very enthusiastic to help! grateful!|"2023-01-12 00:00:00"|0|1
700945553|"M7758****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Superior Double Room"|"zh"|The hotel is very close to Tiananmen Square, and the location is very beautiful on Qianmen Street. Facilities: The room facilities are very complete Hygiene: Hygiene is very clean Environment: very quiet at night, the music in the lobby is great Service: The front desk and room service are very good, and the breakfast is also great.|"2023-01-01 00:00:00"|1|1
701164625|"1393311****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Family"|"Family Room"|"zh"|What I want to say the most is the handsome guy at the front desk. He helped us coordinate the duplex twin room that our children want to live in through phone conversation when booking a room. He also tried to help my wife upgrade to a gold card member of Huazhu Club, so that we can enjoy during our stay. I have received the treatment of gold card members, thank you 🥹 Let’s talk about the location of the hotel. It’s just on Qianmen Street, about 3-5 minutes’ walk from Zhushikou Subway Station. The transportation is convenient; Tian’anmen Square, the National Expo, and watching the flag raising are all within walking distance. Hygiene: The hotel facilities are new, simple and elegant, and the sanitation is cleaned in a timely manner. Bathroom: The hotel bathroom brand is Hansgrohe, exquisite and high-end, with plenty of bath water  Breakfast: The breakfast is open until 12 o'clock, which is too rare, with both Chinese and Western, 👍 Bedding: The bed is moderately soft and hard, very comfortable In short, it is the best choice for visiting Tiananmen and Qianmen areas.|"2022-12-31 00:00:00"|0|1
701042977|"M516580****"|"Xueyixxy"|5|5|5|5|5|Outstanding|"Family"|"Multi-level Twin Room"|"zh"|The location of the hotel is convenient, close to the subway entrance, the environment is good, clean and hygienic, the child likes the loft very much, he lives in a 1.2m bed upstairs, and there are double washrooms upstairs and downstairs, sleeping separately can relieve the fatigue of the day, the hotel's It is also very comfortable to take a bath in hot water. The young lady and the young brother at the front desk are very enthusiastic. When they left, they asked if they wanted to bring some water to drink on the way. Will come to live again next time.|"2022-12-31 00:00:00"|1|1
700392535|"_WeChat52106****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|Hotel is very convenient Facilities: very good facilities Hygiene: the room is very clean Environment: very quiet on Qianmen Street Service: the service is very good|"2022-12-31 00:00:00"|0|1
701837793|"M25560****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|The service attitude is very warm and thoughtful, and the breakfast is rich and delicious. Everything you need, the room is clean, tidy and hygienic, the bedding is very comfortable, the robot will deliver it when you order food, it is very convenient, the experience of staying is 100%|"2022-12-30 00:00:00"|0|1
701601757|"M378822****"|"Maryxiaohua"|5|5|5|5|5|Outstanding|"Business travelers"|"Panoramic Double Room"|"zh"|Facilities: fully equipped Hygiene: clean and tidy  Service: The service is warm and thoughtful, it is very close to the subway station, it is very convenient to travel, the breakfast is rich and delicious, and the check-in experience is particularly good|"2022-12-30 00:00:00"|0|1
663252881|"M17274****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Other"|"Superior Double Room"|"zh"|CitiGo has always been the cost-effective choice for young people in different cities. YQ moved to Qianmen Street for a few days because it was difficult to get takeout in Chaoyang District, and stayed alone to work. The south entrance of Qianmen Street, the landmark central axis of Beijing, is just a few steps away. There are nucleic acid points next to the hotel, and there are nucleic acid points for pop-up windows, which is really convenient. During this period, the doors are closed everywhere, and the takeaway speed here is also really fast. During the day, running along the nearby alleys and looking at the center of the old city of the capital is also a good place to relax. The front desk service of the hotel is dedicated, and the takeaway is delivered by a small robot to the door of the room, so you don't need to go downstairs to pick it up. Like all Citigos, you can sit and work, rest, and do laundry on the first floor. However, there is only one washing machine and dryer in this house, so you don’t have to queue up to do laundry in the morning~|"2022-11-28 00:00:00"|8|2
662784443|"M9546****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"el"|good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good|"2022-11-25 00:00:00"|7|3
718684971|"_WeChat16110****"|"BettyCC"|5|5|5|5|5|Outstanding|"Family"|"Superior Double Room"|"zh"|Very comfortable hotel, customer service is also very good|"2023-01-26 00:00:00"|0|1
656484929|"_CFT0224258****"|"axelord"|4.5|5|3|5|5|Very Good|"Couples"|"Superior Double Room"|"zh"|The location is very good, one minute walk from the subway station, next door to the Lawson convenience store and Ruixing. In terms of environment, the hygienic conditions of Huazhu hotels are as good as ever. Although the room size is not large, the layout is reasonable, and the decoration is also very simple and generous. The service attitude is very good, and the delivery speed is fast. The delivery robot came within two minutes of putting down the phone. But there are two shortcomings. First, the sound insulation of the room close to the elevator entrance is not good. Second, the WiFi signal in the room is very poor, and you can only use traffic to surf the Internet. Overall it was a good stay experience.|"2022-11-05 00:00:00"|0|2
654603195|"M8081****"|"Aimashixiaxia"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"zh"|The location is very good. The view from the window near Tiananmen Street is the first time to see the night view. The room is much larger than the citigo I stayed in before, and it is very quiet. There is no socket next to the table. awesome|"2022-10-31 00:00:00"|7|1
662066457|"M275916****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|The attitude of the service staff is very good, and the cleaning is well done|"2022-11-24 00:00:00"|6|1
662274131|"_WeChat61721****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|The service is very good, the breakfast is rich, the room is clean|"2022-11-25 00:00:00"|6|1
644018671|"M11665****"|"Xiaomazailvxing"|5|5|5|5|5|Outstanding|"Family"|"Deluxe Room (2 beds)"|"zh"|The breakfast is very rich, and the location is also great. It is at the south gate of Qianmen Street, and the subway line 7 and 8 go out. These are two magical lines that run through the capital from east to west, north to south, and they are all used to travel these days.|"2022-10-02 00:00:00"|6|2
643301755|"E250480****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|Great experience. Although the room is not big, the space design is simple and modern. You can eat breakfast until noon. After 10 pm, there is a free bowl of wonton soup. The square is also very close, and the geographical transportation services are very good!|"2022-09-21 23:59:00"|9|2
639687337|"M264835****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room"|"zh"|A good shopping experience, in the scenic spot, it is convenient to travel. The front door is full of time-honored brands, and it is worth checking in. Choose this hotel, cost-effective and convenient.|"2022-09-21 00:00:00"|6|1
639151863|"_WeChat270117****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Deluxe Room (2 beds)"|"zh"|The service attitude of the lady at the front desk of the hotel is very warm, the room is clean, tidy and comfortable, well-equipped, self-service is very convenient, the sound insulation is very good, the robot is very convenient, and the breakfast is delicious|"2022-09-17 00:00:00"|7|1
657053603|"M235716****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Panoramic Double Room"|"zh"|The room environment is good and the service attitude is very good|"2022-11-02 00:00:00"|5|1
628423365|"M229112****"|"GuestUser"|3.7|4|4|5|2|Fair|"Family"|"Guestroom (2 beds)"|"zh"|The hotel environment is good, the first day we arrived at the store was received by vivi. It was the first time I brought my child to Beijing. Vivi gave a warm and detailed introduction to the tourist attractions in Beijing, and told me that all the attractions need to be in advance, so that I can visit the scenic spots according to the itinerary.           The only small flaw this time is that the hotel's hygiene problems make me unhappy, there are hairs on the sheets, and I see a lot of hair on the bathroom floor. But the good thing is that I bring a disposable bed and quilt cover myself, so I don't have to worry about this problem. Also because the experience of just arriving at the store is very good, the unpleasantness in the back is basically ignored.|"2022-08-21 00:00:00"|0|2
628478593|"_WeChat268232****"|"GuestUser"|4|4|4|4|4|Good|"Family"|"Superior Family Room"|"zh"|It's good, but the family room has to go up a flight of stairs to get there. It's a bit inconvenient to have a lot of luggage. The breakfast is very satisfying and delicious. There is no chance to go out for snacks.|"2022-08-20 00:00:00"|1|1
620763353|"M508514****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Guestroom (2 beds)"|"zh"|Very clean and comfortable, the service is very good, the location is excellent, it is located on Qianmen Street, very close to Dashilan Beijing Square, not far from Tiananmen Square, there are nucleic acid points nearby, and it is very safe, there are police stations within 100 meters|"2022-08-03 00:00:00"|8|1
722120759|"M16754****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Multi-level Twin Room"|"zh"|The breakfast is very delicious, the service is very good, the environment is not bad, and it is convenient to travel. 3 people live in a small loft, which is very good. I will consider it next time|"2023-02-02 00:00:00"|0|1
721568023|"300287****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Superior Double Room"|"zh"|Going out is Qianmen Pedestrian Street, and it takes five minutes to walk to Dashilan Xianyukou, which is very convenient. Dengshikou is a five-minute walk from the subway, and Tiananmen Square is not far away. Good service and quick response. There are also Easter eggs. There is a free supper every night at 10 o'clock. Although it is just a bowl of wontons, it is very heartwarming.|"2023-02-01 00:00:00"|0|1
722055517|"1378888****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|The hotel is very good and the service is great Facilities: all branded and very comfortable good environment|"2023-01-31 00:00:00"|0|1
721953091|"M15742****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Multi-level Twin Room"|"zh"|It is very convenient to walk three to five minutes from Zhushikou Subway Station. The floor heating in the room is very comfortable, and the service is also great.|"2023-01-31 00:00:00"|0|1
616836387|"_WeChat267382****"|"Ffone"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|Transportation: Next door to the subway station! 2 minutes walk, very convenient! ! Hygiene: very clean, spotless, no smell in the room  Environment: very comfortable, very warm as soon as you enter the hotel lobby. Service: The service attitude is super good! We didn't bring a fruit knife. The front desk of the hotel helped to cut the fruit~ Very patiently answering all our questions~|"2022-07-31 00:00:00"|10|2
617901799|"_WeChat46000****"|"GuestUser"|4.7|5|4|5|5|Wonderful|"Family"|"Deluxe Room (2 beds)"|"zh"|I chose this hotel because it is relatively close to the subway entrance and Tiananmen Square. I didn't expect it to be located on a tourist pedestrian street. It is good for eating and shopping, and the nucleic acid point is also very convenient. The hotel is completely aimed at tourists. It is warm and comfortable. Miss Yang at the front desk is very thoughtful. She recommended breakfast for us and introduced the characteristics of the hotel. I wanted to stay longer, but unfortunately the hotel was fully booked. The breakfast is very suitable for our appetite. Unlimited supply from 7 to 12 o'clock. Drinks such as coffee at the bar are on call, and free supper at night is very comfortable to eat. Robot food delivery is also very novel!|"2022-07-29 00:00:00"|0|1
616138211|"M39074****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"2-bedroom Suite"|"zh"|The hotel experience is very good, the service is very good, the main reason is that the location is really convenient, I like it very much, and the two ladies at the front desk are also very good, very cute, and I like it very much.|"2022-07-29 00:00:00"|8|1
717648931|"M257949****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Deluxe Room (2 beds)"|"zh"|The hotel is super convenient to travel, and the lady at the front desk is also super nice and enthusiastic.|"2023-01-27 00:00:00"|0|1
615385251|"M441877****"|"GuestUser"|4|4|4|4|4|Good|"Family"|"Multi-level Twin Room"|"zh"|Although it is a double-storey duplex, the room is still a bit small and relatively depressing. The advantage is that the room has two large TVs and two bathrooms. If you have more family members, it is very convenient. It is very close to the subway station and the nucleic acid testing point. The corridor on the first floor outside the room A little peculiar smell The hotel room provides free cola drinks. Children like it at 10 o'clock in the evening and also provide free supper for one person. You can have a small bowl of wontons. It's very close to Dashilan.|"2022-07-27 00:00:00"|0|1
715716803|"sl****"|"Sue25"|5|5|5|5|5|Outstanding|"Family"|"Superior Double Room"|"zh"|The bed in the house is a bit high, not suitable for living with children. The service attitude of the lady at the front desk is super good.|"2023-01-25 00:00:00"|0|1
715716167|"M271409****"|"Senyou"|5|5|5|5|5|Outstanding|"Family"|"2-bedroom Suite"|"zh"|Just on Qianmen Street, very convenient, the room is big, and there is a terrace. It is also very close to the subway station, just a few minutes' walk. The lady at the front desk has a good attitude and is very enthusiastic.|"2023-01-25 00:00:00"|0|2
715549469|"200073****"|"Eudaemonia"|5|5|5|5|5|Outstanding|"Family"|"Family Room"|"zh"|The location of the hotel is very good, the service staff is very professional and responsive, very good, come again next time|"2023-01-24 00:00:00"|0|1
715359079|"631013****"|"GuestUser"|1.7|2|2|1|2||"Family"|"Superior Double Room"|"zh"|Maybe it's because I went there during the Spring Festival. The house price is 1200, not to mention the small room, the facilities are not good, even the breakfast is not enough. I went before 9 o'clock, and there was nothing to eat, and no one cleaned up the plates left by the previous guests. Stayed for one day and left decisively.|"2023-01-24 00:00:00"|0|1
716890221|"M23508****"|"GuestUser"|3.7|4|3|4|4|Fair|"Family"|"Panoramic Double Room"|"zh"|It's very close to the scenic spot. It's very convenient to watch the flag raising and walk to the Forbidden City.|"2023-01-24 00:00:00"|0|1
615630091|"_3gwx1860422****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Superior Double Room"|"zh"|Although the room is not big, the design is very good. The rooms in Beijing are not big, but they have everything, and they are only available. The bedding is also very comfortable. Needless to say the location, the subway is very close, on Qianmen Street, you can also walk to Tiananmen Square.|"2022-07-24 00:00:00"|9|2
715003797|"_WeChat322832****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Panoramic Double Room"|"zh"|The transportation is very convenient. Zhushikou Subway Station is just a few steps away. The hotel is on the pedestrian street, next to Lawson and Luckin. It will be cheaper to book in advance online. The price has doubled these days. There is a 1.8-bed view room with two big beds and one small room. There is not much space in the room, but it has everything. It is enough to go out and play for a night and sleep well. I will consider this hotel next time I go to Beijing.|"2023-01-23 00:00:00"|0|1
716402799|"1356424****"|"Oudixiaotiancheng"|4|4|4|4|4|Good|"Family"|"Multi-level Twin Room"|"zh"|When traveling with a baby in the New Year, I chose the CITIGO Tiananmen Square store. 1) Hotel location - the location is very good. At one end of Qianmen Street, it is very close to the Zhushikou subway station, and the five days in Beijing are basically subway travel. During the New Year, the restaurants are full. We can go to get the number first, then go back to the hotel to rest, and go to the restaurant later. This is very suitable for families with children who want to rest. It is also very convenient to walk to Tiananmen Square. There is a 24-hour convenience store next door to the hotel, which is very convenient for shopping. 2) Hotel facilities - the hotel seems to be remodeled from a private house, and the sound insulation is very poor. Basically, you can clearly hear the chatting and calling next door. Light sleepers had better ask if there is anyone living next door to the hotel before checking in. 3) Cleanliness of the hotel - frankly, cleanliness can only be described as passable. It may be due to the shortage of staff during the New Year, and the sewer smell is a bit strong. Everyone tolerated each other and it passed. 4) Hotel breakfast - because I referred to some other guests' comments before booking the hotel, I have some concerns about breakfast. In fact the shortage of staff during the new year did affect the breakfast. The lady at the front desk is responsible for checking in at the front desk, cleaning the dining table, making up meals in time, and so on. Really busy. Breakfast can only be said to be full, and an extra breakfast is 69 yuan.|"2023-01-23 00:00:00"|0|2
714387643|"M33676****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Deluxe Room (2 beds)"|"zh"|The location of the hotel is very good, very convenient, next to the subway, the front door is Qianmen Pedestrian Street, and it is also very close to Tiananmen Square. Breakfast is from 7 o'clock to 12 o'clock, and there are small wontons for supper at night, but the door of the hotel is a bit difficult, overall The price/performance ratio is still very high|"2023-01-22 00:00:00"|0|1
714459145|"_WeChat256128****"|"Duomaxiangxiang"|5|5|5|5|5|Outstanding|"Family"|"Family Room"|"zh"|Clean and hygienic, complete facilities, considerate service, and cute robot waiters, children are very happy! It's very close to the subway, and it's convenient to eat and play on Qianmen Street!|"2023-01-22 00:00:00"|0|2
613841873|"M250444****"|"ChenGzBS"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|Close to the subway station, the location is excellent, you can walk to Tiananmen Square, the hotel environment is clean and tidy, the atmosphere in the store is relaxed and warm, and the room design is exquisite, making the tired travel easy and pleasant|"2022-07-22 00:00:00"|9|1
714306931|"anneal****"|"Xiejiarong"|4.5|4|4|5|5|Very Good|"Solo travelers"|"Superior Double Room"|"zh"|The transportation is convenient, the service is friendly, the breakfast styles are not many, and the coffee is very bad!|"2023-01-21 00:00:00"|0|2
713876599|"1858888****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Multi-level Twin Room"|"zh"|A family of three travels, the room is big enough, and there is a robot to deliver the express delivery, the children like it very much, and will come again next time.|"2023-01-20 00:00:00"|0|1
615240099|"1854701****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Guestroom (2 beds)"|"zh"|The price is very high, it is recommended to choose a room with a large area with a window to stay|"2022-07-22 00:00:00"|6|1
609357931|"M291882****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|Just on Qianmen Street, very convenient, very close to the subway station, service and sanitary conditions are very good! Recommended Recommended Recommended|"2022-07-16 00:00:00"|12|1
636218321|"_CFT010000001614****"|"Morpheus"|5|5|5|5|5|Outstanding|"Friends"|"Guestroom (2 beds)"|"zh"|The location is superior, the transportation is convenient, there are many tourist attractions around, and there are many delicious food. There is a subway station in front of the hotel, and you can walk there. The hotel has complete facilities, the rooms are clean and tidy, and the stay is very comfortable. The front desk staff are very good, very active and enthusiastic. The breakfast is very good, there are many varieties, and there is a late-night snack service in the evening. Personally, I think the cost performance is quite high. The room facilities are complete, the service staff are of high quality, the room facilities are new, the bedding is comfortable, and the overall value for money is a very satisfactory experience.|"2022-06-28 00:00:00"|1|2
595073794|"1510114****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room"|"zh"|The location is excellent, the hotel is located on Zhengyangmen Pedestrian Street, the staff is friendly, the room design is unique, and the sanitation is clean and tidy.|"2022-06-10 00:00:00"|15|3
593878538|"_WeChat282314****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|The hotel I chose this time is really great. As soon as I arrived at the door of the hotel, the staff at the front desk came to help open the door. The whole service was very enthusiastic and the attitude was really good. I also gave a sachet, which was a little surprise. My sister also told me that there are free supper and coffee, which is really good, the room is also very good, I am satisfied!|"2022-06-03 00:00:00"|14|2
662780571|"kx****"|"KXie"|4.7|5|4|5|5|Wonderful|"Solo travelers"|"Double Room"|"zh"|The hotel is at the southern end of the newly built Qianmen Street, not far from Station A of Metro Line 7/8. The location is good. The hotel is a small but exquisite urban hotel layout that is more popular in Europe. The room is small, but the facilities are still of good brands, Hansgrohe faucets, Duravit toilets. The mattress is relatively soft, I like soft. Foreign guests are not allowed to go out everywhere in Beijing. His family is more humane and does not cause extra trouble.|"2022-11-27 00:00:00"|0|2
592815225|"M398285****"|"Rebic18"|4.7|5|5|5|4|Wonderful|"Solo travelers"|"Superior Double Room"|"zh"|I have always liked the style of citigo. This time, I booked a big bed room to watch the Champions League. The overall experience is very good. The flower wall at the door is also very beautiful. The only disadvantage is that the table is too dirty. I hope brunch will resume soon after the epidemic.|"2022-05-28 00:00:00"|3|2
593206009|"gu****"|"Xiaoshuyiwei"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|Very very surprised! This can be said to be the best hotel I have come across in the past ten years or so on a business trip. The hotel is located on Qianmen Tianjie. It is very convenient to go to Tiananmen Square, to watch the flag raising, or to go shopping and eat. The facilities inside are very new and smart. Personally, I think it is more important that the little brothers and sisters at the front desk are too attentive and create a very warm environment. Surprisingly, even during the epidemic in Beijing, there was a late-night snack every night. Like it, I will definitely come back with the children during the holidays.|"2022-05-28 00:00:00"|16|2
720604983|"M251104****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Superior Family Room"|"zh"|The location is very good, the breakfast is delicious, the waiter is very nice|"2023-01-31 00:00:00"|0|2
722054051|"M431168****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Family Room"|"zh"|hotel is good Facilities: The facilities are very comfortable and very good|"2023-01-31 00:00:00"|0|1
722549771|"sylvia****"|"Bubaobei"|5|5|5|5|5|Outstanding|"Business travelers"|"Deluxe Room (2 beds)"|"zh"|Facilities: very good Hygiene: clean Environment: Satisfied Service: great|"2023-02-03 00:00:00"|0|1
592897562|"_WeChat58189****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|The hotel is really good, the room is spacious, the accessories are all clean and hygienic|"2022-05-28 00:00:00"|17|1
