id|userId|nickName|ratingAll|ratingLocation|ratingFacility|ratingService|ratingRoom|commentLevel|travelType|roomName|language|content|checkinDate|usefulCount|grade
594960522|"_FB486305****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room"|"en"|"I had an amazing time. I'll definitely be back. Excellent services, Fantastic Facilities.|"2022-06-08 23:59:00"|0|1
587114064|"E320309****"|"SK"|4.5|5|4|4|5|Very Good|"Solo travelers"|"Double Room A"|"en"|"I liked this hotel because the service was very good and the rooms were very clean. |"2022-04-16 23:59:00"|0|1
620670339|"E333867****"|"Lorenzo"|4.2|5|4|4|4|Good|"Solo travelers"|"Double Room"|"en"|"The hotel location is near sanlitun, good price for room.|"2022-06-11 23:59:00"|0|2
588235868|"E25065****"|"Henrik"|5|5|5|5|5|Outstanding|"Family"|"Superior King Room"|"en"|"Nice staff and very convenient hotel of you need to go to embassy. |"2022-04-25 23:59:00"|0|1
575611410|"_AP368183****"|"Carla"|5|5|5|5|5|Outstanding|"Friends"|"Double Room A"|"en"|"This location of the hotel is great!!! We will definitely stay here often!!!|"2022-01-15 23:59:00"|0|3
571586409|"1369917****"|"cheng"|4.2|5|4|4|4|Good|"Business travelers"|"Double Room A"|"en"|"Budget boutique for the business traveler|"2021-11-28 23:59:00"|0|1
656219923|"M291543****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"en"|"12345棒棒哒|"2022-11-05 00:00:00"|0|1
623074873|"_TSSA7hctmut****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room A"|"en"|"Nothing|"2022-08-12 23:59:00"|0|1
708701715|"M474187****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"zh"|The hotel environment is very clean, smart home in the room, it is very good for a business trip, and it is very convenient to check in at the front desk|"2023-01-10 00:00:00"|0|1
659952133|"_M1860305****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Business Double Room"|"zh"|Although the hotel rooms are not big, they are clean and chic. The color matching lighting in the house is well designed. Smart toilet. The bed was super comfortable to sleep on, and there was no smell in the room. Therefore, it is very warm and comfortable to live in. The price is not expensive in Sanlitun.|"2022-11-16 00:00:00"|0|2
655576883|"firebir****"|"Xiaoshengyihaicang"|5|5|5|5|5|Outstanding|"Business travelers"|"Business Double Room"|"zh"|The hotel has complete and intelligent facilities. It is very convenient to have robots to deliver food. The rooms are clean and tidy. The front desk service attitude is warm and thoughtful.|"2022-11-03 00:00:00"|0|1
656542643|"M384124****"|"GuestUser"|3.5|5|5|3|1|Fair|"Other"|"Guestroom (2 beds)"|"zh"|Really, when I left, I said that I would give it a good review, and I wanted to give it, but my friend and I both developed allergies on the night that we left, and then went to the hospital to see it and said it was allergic dermatitis. Angry, never going to live again  Hygiene: very poor, very poor, two people staying are allergic|"2022-10-31 00:00:00"|0|1
654471891|"M341806****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"zh"|The room is clean and tidy. There is a small robot to deliver food. The room facilities are smart and convenient. It is only a few minutes walk from Taikoo Li Sanlitun. It is very convenient to go out to eat, drink and play. The service attitude of the little brothers and sisters at the front desk is very thoughtful. It is very considerate to help with luggage and also help to clear the pop-up window due to the epidemic. Recommended Recommended!|"2022-10-30 00:00:00"|0|2
651224103|"1582073****"|"Yizhizhuzizi"|5|5|5|5|5|Outstanding|"Other"|"Superior Double Room"|"zh"|Hygiene: very good very comfortable Environment: very good, very close to Sanlitun, more convenient to go out Service: The lady is very friendly Intelligent facilities are also very good The breakfast is delicious. I eat it every day before class. There is also a late night snack! not bad!|"2022-10-20 00:00:00"|0|1
650487583|"M53026****"|"Baluotelideshijie"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|Hotel service is very good, especially the service at the front desk, Facilities: The hotel has complete facilities, the rooms are fully automated, there is a laundry room, which is very convenient Service: Room service is also very good, very clean Hygiene: The room is clean|"2022-10-18 00:00:00"|0|1
650962595|"M56963****"|"meii"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|Very warm hotel! Stayed for more than a week and slept very comfortably every day. The room was very quiet. The front desk helped with the upgrade. The cleaning aunt was very responsible! Will come again.|"2022-10-14 00:00:00"|0|1
648155419|"3051****"|"zyluo233"|5|5|5|5|5|Outstanding|"Business travelers"|"Business Double Room"|"zh"|Hygiene: The hygiene is very clean, the rooms are cleaned very carefully Facilities: The facilities are very complete, and there is a laundry room, which is very convenient  Service: The front desk service is very good! Take the initiative to help me get in touch with the pop-up window, very enthusiastic|"2022-10-12 00:00:00"|0|2
695934939|"E270690****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room A"|"it"|Breakfast not great, everything else perfect|"2022-12-26 23:59:00"|0|1
644903071|"M480054****"|"GuestUser"|4.7|4|5|5|5|Wonderful|"Solo travelers"|"Business Double Room"|"zh"|What to say, the room feels a little small, the space next to the bed is small, but the location is very good, but the sound insulation effect is not good, the sound of the corridor is audible, but the attitude of the service staff is very good, and the breakfast is also a four-star standard. It's okay, it's safe|"2022-10-01 00:00:00"|1|2
642527049|"E0324****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room"|"zh"|The room facilities are very good, fully automated, you can open the door and control it by mobile phone, the most important thing is the good service|"2022-09-28 00:00:00"|0|2
642001625|"M35414****"|"Anhaoahc"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"zh"|The breakfast and supper are very rich, the room is clean, downstairs is Taikoo Li Sanlitun, next to the Gongti Bar Street, the room is very modernly decorated, the hot water in the first room is not good, and then I upgraded the room and changed the room, the service is in place! Also send out a small gift!|"2022-09-26 00:00:00"|0|2
634540879|"zhiqi52a****"|"AngieChiu"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room A"|"zh"|The location of the hotel is very good, the front desk is warm Facilities: very smart Hygiene: clean and tidy|"2022-09-06 00:00:00"|0|2
631746873|"_WeChat280342****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|The hotel is clean and tidy, the service is very good, the service is very friendly, the breakfast is also eaten, and the aroma in the lobby is also very good. A very good stay experience makes people very comfortable|"2022-08-31 00:00:00"|0|2
624076987|"M421359****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior King Room"|"zh"|The hotel room is not big, but the environment is very good, small and refined, the setting is very complete and new, the small robot that helps to deliver food is excellent|"2022-08-14 00:00:00"|0|1
618200043|"M31797****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|The service is warm and thoughtful, the room is clean, the surrounding shopping is convenient, and the facilities are very smart|"2022-07-31 00:00:00"|0|1
611666519|"M254253****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior King Room"|"zh"|Very good, the service was warm the day before yesterday, there was a chaotic supper at night, the room was spacious and bright, and the main shopping was also convenient|"2022-07-20 00:00:00"|1|2
612362819|"M13039****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room A"|"zh"|Front desk service enthusiasm Hygiene: clean and comfortable Service: very good Environment: good delicious breakfast|"2022-07-20 00:00:00"|0|2
714873049|"sansiro****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|Stayed for two nights and the waiter was very friendly. There were not many people these days before the Spring Festival. The waiter was worried that we would not have enough for breakfast and gave us some eggs and fritters. The milk is really warm and thankful. Although the room is not too big, the facilities are very good and the heating is sufficient. Not cold at all Smart toilet is clean and convenient|"2023-01-18 00:00:00"|0|1
604294513|"121328****"|"Jialanduolin"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|I have lived in the hotel for a month, and the most profound feeling is the taste of home. The hotel has not been open for a long time, the facilities are very new, the smart home is very convenient, the laundry room is very convenient, and there is no need to worry about the use of disinfectant. All the staff have a very good service attitude and will patiently help customers to solve any minor problems. The location of the hotel is in Sanlitun but it is very quiet. It takes about three minutes to walk from Taikoo Li. Too many details to be commended, too few to describe. Recommend everyone to stay.|"2022-06-26 00:00:00"|0|2
598675403|"M273637****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|Simple and sophisticated hotel, just a short walk from the embassy district. The hotel equipment is very new, the room is clean and tidy, although it is not big, but the decoration is relatively advanced, the facilities are embedded, saving space. The toilet is heated and the curtains are automatic. Very satisfied once.|"2022-06-20 00:00:00"|0|1
581600728|"_WeChat499604****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|The hotel's front desk service is warm and the hotel is in a good location. The room is clean and tidy The hotel lobby is very characteristic|"2022-03-16 00:00:00"|0|1
581732620|"w3****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room"|"zh"|Hotel service is warm, thoughtful and meticulous 🍃Environment: very convenient 🧹Hygiene: clean up The facilities are very complete and very convenient. Recommended|"2022-03-12 00:00:00"|0|1
579795334|"M295472****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room A"|"zh"|The front desk service is very warm, 🧹Sanitation: The room is very clean, the lobby is very stylish and stylish, similar to the style of a small bar, I especially like it 🔔Service: The hotel staff are very enthusiastic, and they also gave away snacks and late night snacks. It's great, and the service is outstanding 🚗 Transportation: The transportation is convenient, it is very convenient to go to Taikoo Li 🍃 Environment: Good|"2022-03-05 00:00:00"|0|1
579660192|"M27347****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room A"|"zh"|I have lived in citigo in Shanghai before, and I think the bar and soho work area on the first floor are very special. The rooms in Beijing are also very local. The key is clean and simple. Also helped me upgrade the room, it became a window, like one|"2022-03-02 00:00:00"|0|1
577905121|"E0946****"|"stefanybobo"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior King Room"|"zh"|The location of the hotel is very good, just a few steps away from Sanlitun, it is very convenient to go shopping and eat; the room is not big but clean and tidy, and the facilities are relatively complete, it is very suitable for business trips!|"2022-03-01 00:00:00"|0|2
624931171|"M19020****"|"fubairuomeng"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"zh"|I have lived in Huange for more than a week. Every day, the waiters are diligent in cleaning, changing towels, and ordering takeaways upstairs. The service is in place, and I am very satisfied with my stay. The location of the hotel is also very good. It is very convenient to go to Tunli. I will book it next time I come to Beijing.|"2022-08-07 00:00:00"|0|1
582232607|"M246449****"|"Renqiaofeng"|5|5|5|5|5|Outstanding|"Business travelers"|"Guestroom (2 beds)"|"zh"|The hotel environment is very good and the front desk service is warm|"2022-03-21 00:00:00"|0|2
612094337|"M14690****"|"GuestUser"|4|4|4|4|4|Good|"Couples"|"Double Room"|"zh"|Overall, it is very convenient to eat and traffic. The environment is clean and not noisy. Although the room is a bit small, this location is also cost-effective. It is also very close to the nucleic acid testing point.|"2022-07-15 00:00:00"|0|1
609283967|"M222427****"|"GuestUser"|3.5|4|3|2|5|Fair|"Couples"|"Superior Double Room"|"zh"|The hotel is very close to Sanlitun, which is convenient for shopping. But the service is average, and they started calling to urge check-out before it arrived. The breakfast was terrible, basically nothing and it was cold.|"2022-07-13 00:00:00"|0|1
610716771|"E316102****"|"Enrico"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room A"|"it"|Large and comfortable rooms, clean and bright, equipped with various comforts to spend good nights.|"2022-07-11 23:59:00"|0|1
570507060|"M433039****"|"huonululu"|5|5|5|5|5|Outstanding|"Friends"|"Superior King Room"|"zh"|The location and the room are very good! The little friend at the front desk is attentive and enthusiastic. After checking in, he will take the initiative to inform the location of the slippers in the room, and help to connect to the wireless connection. The room is very clean. I recommend everyone to experience the punch.|"2022-01-07 00:00:00"|0|1
570167250|"_WeChat27602****"|"Envy"|5|5|5|5|5|Outstanding|"Friends"|"Business Double Room"|"zh"|The room was clean and the service was very good and polite. There was no hot water in the room temporarily in the middle of the night, so we immediately dealt with a new room card and let us go to rest~ It is highly recommended to stay with Hong Kong, Macao and Taiwan documents. It only takes 5 minutes to walk to Sanlitun 🥰|"2022-01-03 00:00:00"|0|1
600428059|"M52896****"|"AnonymousUser"|4.2|4|4|4|5|Good|"Couples"|"Business Double Room"|"zh"|The newly opened Huange Hotel under Huazhu Group in Sanlitun is suitable for young people and families with low budgets. The facilities are basically complete and hygienic, as well as smart homes. The fly in the ointment is that the sound insulation is somewhat poor.|"2022-06-25 00:00:00"|0|2
568251798|"M497038****"|"GuestUser"|5|5|5|5|5|Outstanding|"Other"|"Superior King Room"|"zh"|Hotel booked for watching a play at the Poly Theater. The location is very convenient. Yuru at the front desk was very efficient at check-in and check-out, friendly and professional. The hotel design is very human and suitable for business travel. In the evening, the takeaway was delivered by a robot to the door of the room, so there was no need to go downstairs to get it.|"2021-12-24 00:00:00"|1|1
568335015|"_YX17226****"|"Tongerjie"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior King Room"|"zh"|Xiaoyu's partner hotel, in order to watch Rumeng, I stayed for a long time this time, but it was very comfortable. The hotel service was very good, very friendly, and the breakfast was delicious. After watching the drama, I thoughtfully prepared a late night snack. Happy to stay here.|"2021-12-23 00:00:00"|0|1
568936758|"_CFT010000001439****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Business Double Room"|"zh"|Thank you for the little warmth prepared by the hotel. People who travel alone will feel at home in the first stop of a strange city! Beijing dream trip is perfect!|"2021-12-22 00:00:00"|0|1
595581243|"cam****"|"Qiaoyisi"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|This is the first time I stayed at this hotel. It only opened in October last year. It is very new. There are not many rooms in the hotel, all basic functions are available, very energetic, and the price is very high. The only downside is that it's not very close to the subway station.|"2022-06-09 00:00:00"|0|3
565939526|"300278****"|"Liyuexuan"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|The location is very good. It takes 5-8 minutes to walk to Sanlitun. The facade of the hotel is very inconspicuous. It needs a little observation, but the service is great. The front desk helped me upgrade the room. Happy~ The room is not big but the layout is reasonable, the cleaning is quite attentive and clean. The delivery robot is very cute. It can not only deliver takeaways, but also gave me a bottle of styling water (the little brother and sister at the front desk are you who noticed my hair that was messed up by the wind haha!) Although the room faces the road, it has good sound insulation. In short, it is the king of cost performance in the Sanlitun area.|"2021-12-08 00:00:00"|0|2
595712137|"1380120****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|The location of the hotel is very good, stay on the side of the road, just a five-minute walk from Taikoo Li Sanlitun, it is very quiet at night, a good choice for quietness in the middle of the noise, the room design is good, the front desk and room staff are very friendly|"2022-06-08 00:00:00"|0|2
565544369|"M496780****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room A"|"zh"|The hotel's trendy design style, young people's trendy style, special style. There is a small wooden horse in the lobby, as well as free popping candy. The front desk service is very enthusiastic. After the check-in, the front desk will send me to the room. Nice~ The TV in the room is very large, and it feels very good to watch dramas. The whole room is very spacious, and there is wireless charging, which is great! Specifically, Sanlitun Taikoo Li is also very close, and it is very convenient to go shopping. Breakfast is a special car in Nice, I recommend everyone to check in!|"2021-12-07 00:00:00"|0|1
564656724|"M269303****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room A"|"zh"|When I came to Beijing for business, I was surprised and surprised by the room given by my friend. First of all, the location is very easy to find, just next to Taikoo Li. The room is clean and tidy without peculiar smell. There is also a small tea table. The service attitude of the staff is very good, no matter what requests and questions you have, they will answer them politely. Stayed one night and felt that their bedding was very comfortable, the pillows and duvet were down. It's very comfortable, and the experience of staying is full!|"2021-11-19 00:00:00"|0|1
561685844|"M270015****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room"|"zh"|I came to Beijing to play and wanted to choose a hotel near Taikoo Li Sanlitun. I chose this hotel, and I was not disappointed. Let’s talk about the location first. It only takes seven minutes to walk to Taikoo Li, and the opposite is Yaolai Center. In terms of hygiene, the cleaning is very meticulous and clean. In terms of service: the staff has a very good attitude and is very considerate. After checking in, they help to send the luggage to the room. Their little robot is also very cute and very satisfied.|"2021-11-15 00:00:00"|5|2
542611169|"M38536****"|"Haliluyazan"|5|5|5|5|5|Outstanding|"Friends"|"Double Room A"|"zh"|The design style is very novel and the service is good. I like it very much. I recommend everyone to check in! After check-in, the front desk will lead us into the room. The TV in the room is very big. It’s very nice to follow the drama. [Hey ha] Help! 🚗 Transportation: Very convenient, a quiet place in the noisy area 🧹Hygienic: The new store opened, the sanitation is very clean, all new 🍃Environment: very good 🔔Service: Very enthusiastic|"2021-10-05 23:59:00"|6|2
542384161|"M298852****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Guestroom (2 beds)"|"zh"|Very satisfied Stay very comfortable and service is very good location is very close to Taikoo Li highly recommend everyone|"2021-10-04 23:59:00"|6|1
542619060|"M5257****"|"GuestUser"|5|5|5|5|5|Outstanding|"Other"|"Double Room A"|"zh"|The location of the hotel is good. It takes only 5 minutes to walk to Taikoo Li, and there is a place to eat downstairs. There are also childhood popping candy in the lobby. The front desk Oda has good service and gave a small gift during the formalities. The room is also more comfortable and smart. It should be human-sensing. You don't need to insert a card to get electricity, and the mobile phone can control the air conditioner, lights, and curtains. Great staying experience!|"2021-10-04 23:59:00"|6|2
542152555|"1505865****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Superior King Room"|"zh"|Hotel location and environment are very good|"2021-10-03 23:59:00"|6|1
563680695|"_WeChat54584****"|"Aliango"|1|1|1|1|1||"Couples"|"Superior King Room"|"zh"|Originally, the king-sized bed room was flooded after taking a shower on the first night. In the middle of the night, he told us to change rooms for us. We changed to a smaller room. Is there a refund for the price difference?|"2021-11-25 00:00:00"|0|2
547715982|"M306421****"|"GuestUser"|2.7|2|2|4|3||"Other"|"Double Room A"|"zh"|The room is very small, with only a small sofa, no stools, no place to hang clothes, no windows, and the most painful thing is that there is no air-conditioning. The room is very hot and breathless. I wake up many times at night and think about living. Forget it one night, but the service is pretty good|"2021-10-19 23:59:00"|0|1
581119514|"M307555****"|"AnonymousUser"|2|2|2|2|2||"Family"|"Superior King Room"|"zh"|The whole layout is very poor, the room is not very clean|"2022-01-07 00:00:00"|0|2
551842107|"1350166****"|"AnonymousUser"|1|1|1|1|1||"Business travelers"|"Business Double Room"|"zh"|Very bad, the actual situation is much worse than the picture|"2021-10-15 23:59:00"|0|1
542242757|"118509****"|"GuestUser"|5|5|5|5|5|Outstanding|"Other"|"Double Room A"|"zh"|The hotel lady service is very good 👍|"2021-10-03 23:59:00"|5|1
719514419|"M32531****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|服務：前台服務態度很好溫馨 衛生：環境很好衛生|"2023-01-23 00:00:00"|0|3
712065977|"D13470****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|環境非常好,設備完善, 非常靠近三裏屯太古裏|"2023-01-18 23:59:00"|1|2
656061373|"D318439****"|"AnonymousUser"|4|4|4|4|4|Good|"Business travelers"|"Superior Double Room"|"zh"|酒店服務挺好，前台員工非常熱情，唯一缺點就是電梯衹有一部上下班高峯期，等待時間較久，其他都非常滿意。|"2022-11-03 00:00:00"|0|2
622071677|"_WeChat58312****"|"SchneeL"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|我給我母親定的，她要去大使館辦事，離德國大使館真的很近很方便，她忘記拍房間照片了，下次補上，下個禮拜還要來，前台非常熱情，會主動問好，辦理入住很快，房間也很乾凈，床品很整潔，細節很到位，有放酒精棉片，還有免費洗衣房，洗衣烘乾分體的，很贊！周圍出行也很方便，離景點和商圈特別近，下次還來。|"2022-08-09 00:00:00"|0|1
657812275|"M1525****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"zh"|服務好 房間打掃衛生非常乾淨 阿姨很熱情 早餐也非常棒呢 下次還會選擇|"2022-11-09 00:00:00"|0|1
644887859|"_WeChat20321****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Friends"|"Guestroom (2 beds)"|"zh"|環境：地理位置優越，離三裏屯很近 服務：很到位！不錯！推薦！|"2022-10-02 00:00:00"|0|1
643502537|"M491688****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"zh"|設施非常好，服務態度很好👍下次還會再來的|"2022-09-27 00:00:00"|0|1
642766511|"_Ekhunnitinavara****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|服務好 早餐非常美味 品種多|"2022-09-28 23:59:00"|0|1
648138193|"1861674****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior King Room"|"zh"|服務非常好👍|"2022-10-12 00:00:00"|0|1
641987321|"118080****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Superior King Room"|"zh"|房間設施齊全，服務非常好|"2022-09-25 00:00:00"|0|1
711593801|"M44470****"|"AnonymousUser"|2.2|2|3|1|3||"Business travelers"|"Double Room"|"zh"|攜程平台非常方便服務非常棒，且有不定期的優惠。該酒店店長卻是**之極，鄙視從第三方平台優惠下單的客人，對客人採取三六九等的待客方法，對有優惠下單的客人百般污辱和刁難，用各種下三濫的手段威逼讓客人主動退房，未得逞，又公然用停熱水停曖氣的卑鄙手段。不知道華住酒店是如何讓這樣一位**之人當上酒店的，簡直是華住集團的**。希望集團嚴格查處這樣的害羣之馬，任由這樣的人當店長，真不知道華住酒店高層得了這個店長多少好處，能縱容如此無任何職業道德之上在店長的職位上如此張狂|"2022-10-24 00:00:00"|1|1
708118133|"vennie2****"|"Batedikehaimulinzexu"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior King Room"|"zh"|設施：非常現代，modem design 衛生：非常乾淨 環境：特別便利，地處繁華地帶，去哪裡都很方便，去機場也非常近 服務：絕對的一流|"2023-01-11 00:00:00"|0|3
654929397|"M223338****"|"AnonymousUser"|4|4|4|4|4|Good|"Business travelers"|"Double Room"|"zh"|攜程做活動很便宜的價格，住了半個月，雖然房間的格局比較小，但是整體還不錯，就在三裏屯附近，這個價格就很合適了，智能馬桶，乾濕分離，還有洗衣機烘乾機，小冰箱……還有大電視|"2022-10-14 00:00:00"|0|1
658470779|"M239842****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior King Room"|"zh"|環境好舒適 地理位置方便，入駐速度快。酒店乾淨衛生，除了有點這次房間有點繞容易走錯其他都挺好的。 插座很多很方便|"2022-11-12 00:00:00"|0|1
561218828|"M299710****"|"GuestUser"|5|5|5|5|5|Outstanding|"Other"|"Double Room A"|"zh"|酒店位置超棒，鬧中取靜，市中心最繁華地帶。距離商場、便利店、三裏屯太古裏soho非常近。環境舒適，服務熱情，自助辦理入住非常快捷方便。酒店還有自助洗衣房，烘乾機，非常好用，以後就是他們家的忠實顧客了！|"2021-11-12 00:00:00"|5|1
558254403|"M259977****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room A"|"zh"|酒店位置絕佳很乾凈很新，走到太古裏新開的西區就三分鐘路程，房間不大但是很溫馨，工作人員服務態度很好很熱情，有洗衣房也很方便，希望疫情結束早餐開了之後能再來體驗！|"2021-11-06 23:59:00"|6|1
543439160|"206101****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Friends"|"Superior Double Room"|"zh"|酒店在三裏屯太古裏首開鉑郡南區，正對耀萊國際，交通方便，房間的格局很棒，床墊枕頭特別舒適柔軟，酒店的服務人員非常熱心，看我們拖大行李箱還主動幫我拿行李送到房間，還送了我們小童的洗漱套裝。大堂音樂非常好聽，簡約新潮的設計風格特別喜歡，超大的電視大屏幕還可以投屏，總之體驗根棒！|"2021-10-09 23:59:00"|6|1
577900124|"M10402****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room A"|"zh"|舒適便捷，下次還選這裏.|"2022-02-28 00:00:00"|0|1
713071057|"M342553****"|"AnonymousUser"|4|4|4|4|4|Good|"Couples"|"Double Room"|"zh"|位置好，乾淨衛生，房間小了些，智能化，性價比很不錯，但是隔音較差|"2023-01-19 00:00:00"|0|2
561337956|"M28968****"|"GuestUser"|5|5|5|5|5|Outstanding|"Other"|"Double Room A"|"zh"|酒店入住很滿意，位置很不錯，服務也超級好，打車很方便，入住后還會幫忙把行李幫忙送到房間，酒店有自助洗衣房，非常不錯！|"2021-11-13 00:00:00"|6|1
571275035|"M35393****"|"Xiangshuijuedemao123"|5|5|5|5|5|Outstanding|"Friends"|"Double Room"|"zh"|新開的酒店，所以設施和服務都很好，衛生乾淨|"2022-01-12 00:00:00"|0|1
