id|userId|nickName|ratingAll|ratingLocation|ratingFacility|ratingService|ratingRoom|commentLevel|travelType|roomName|language|content|checkinDate|usefulCount|grade
722798451|"_WeChat311958****"|""|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"Always a nice experience at this hotel. Location is a big plus with many restaurants and a shopping mall a block away|"2023-02-02 23:59:00"|0|3
721214793|"E46047****"|"FROLENCEDEUS"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"Great hotel. Very suitable for foreigners. Friendly staff. The food was good and delicious. The location was great especially if you want to be close to the embassies. He hotel is very clean and offers a nice balance between affordability and quality. Will definitely stay again next time.|"2023-01-28 23:59:00"|0|2
721428377|"_TIUSkztliya****"|"GuestUser"|4.5|3|5|5|5|Very Good|"Friends"|"Superior Double Room"|"en"|"Fantastic place to stay! The staff was helpful and friendly, the rooms were modern and clean, and the bed was soooo comfortable. There was a lot of noise in the hallway from people leaving and returning, which was annoying late at night. There was also a faint smell of smoke sometimes, because people didn't follow the no-smoking rule. I had booked this location because it was close to the subway, but then the subway line (just behind the hotel) was closed at this location, which was also quite irritating. Despite the negatives, I'd stay there again!|"2023-01-26 23:59:00"|0|1
718283055|"_TXGBi9qkmz0****"|"AnonymousUser"|4.7|4|5|5|5|Wonderful|"Solo travelers"|"Superior Double Room"|"en"|"Great place! Clean and nice. Unfortunately the nearby subway station was closed while I was there making getting around a bit annoying, but hopefully whatever renovations they're doing well be done soon!|"2023-01-24 23:59:00"|0|2
714844647|"_TIXXkjnvdwa****"|"GuestUser"|2.7|4|1|2|4||"Family"|"Superior Double Room"|"en"|"The front desk staffs looks so busy. They can't speak English. no explanation about hotel or area. They didn't provide a facilities that I need such as a tooth brush or comb etc. I don't have a breakfast because it is expensive. The subway station nearby is closed during the spring holidays. |"2023-01-23 23:59:00"|0|1
646256677|"_WeChat396859****"|"HaSHeM"|4.5|4|4|5|5|Very Good|"Booked for others"|"Superior Double Room"|"en"|"The hotel is good, but a little bit expensive.|"2022-10-01 23:59:00"|0|2
714297491|"_WeChat390158****"|"RJNL"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"en"|"Helpful staff, clean room. A bit small with little storage, but very nice amenities!|"2023-01-23 23:59:00"|0|1
646723601|"E60951****"|"GuestUser"|4.5|5|4|4|5|Very Good|"Solo travelers"|"Superior Double Room"|"en"|"The hotel had nice location, the stuff was very friendly although they insisted to check my passport stamp of last entry to China, and I already changed the passport 2 years ago, and didn’t leave China. Somehow it took a while.|"2022-10-01 23:59:00"|0|2
642539097|"E49429****"|"DelvaEvadney"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"The rooms are clean Staff are friendly and helpful and really nice. Great location 15 minutes by taxi from Taikooli The food is good.|"2022-09-23 23:59:00"|0|3
638858951|"E438769****"|"Cornelia"|4.2|5|4|4|4|Good|"Friends"|"Superior Double Room"|"en"|"Lovely hotel and the hotel staff are very helpful and friendly... Although they can't speak much English  they could help me with many things and we could understand each other.. Would highly recommend this hotel... Also loved that we could do our own washing for free in their laundry area....|"2022-09-16 23:59:00"|0|1
659355533|"D330395****"|"Torrian"|5|5|5|5|5|Outstanding|"Solo travelers"|"Deluxe Smart Room (Queen bed)"|"en"|"I loved this hotel. It was small, but it was perfect for me as a solo travel. Definitely would book again~|"2022-09-09 23:59:00"|0|2
633162137|"_Ecoeserg****"|"ChristianOeser"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"The staff was super helpful and friendly. I knew, that the room will be super small, but I was surprised how organized and well designed the place is. Everything has it's function and there are a lot of usefull details (wireless charger, phone holder next to the bed), which you won't find in other places , even at a higher price. I picked this hotel for the very convenient walking distance to Sanyuanqiao station, because I had an early flight next morning. One small remark, in case you have to work: The space is really limited, and the hand wash basin is right next to the only availble desk space (not the best idea to have your laptop there) Thumbs up! I will come again.|"2022-09-03 23:59:00"|0|1
573142024|"_WeChat327669****"|"Musty"|4.5|5|3|5|5|Very Good|"Family"|"Superior Family Room"|"en"|"Went on a short trip with my family. Friendly and very helpful staff , no issues. Breakfast was decent for the price paid. Location is good. The hotel is modern and caters to a younger target market.|"2022-01-20 23:59:00"|0|2
617410671|"_WeChat287841****"|"Kamo"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"Always a great stay. Citigo never disappoints . It will always be my go to hotel in Beijing.|"2022-07-15 23:59:00"|0|2
646330545|"_WeChat383814****"|"GuestUser"|4.2|4|4|5|4|Good|"Solo travelers"|"Superior Double Room"|"en"|"Room was small but nice. Staff were helpful and there was no issues.|"2022-09-28 23:59:00"|0|1
646218917|"_WeChat341759****"|"SunnyTravels"|5|5|5|5|5|Outstanding|"Family"|"Superior Family Room"|"en"|"The customer service helpers were so nice and helpful. Great job!|"2022-10-07 23:59:00"|0|2
566399057|"_TTXX496374****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"en"|"Loved the experience the food the , staff was welcoming and just a good environment for a rest  Enjoyed the robot service when l ordered my food to the room .|"2021-12-04 23:59:00"|0|1
658440305|"_WeChat294390****"|"Oggie"|4.7|5|5|4|5|Wonderful|"Solo travelers"|"Superior Double Room"|"en"|"Cleaning ladies from the 4th floor are wonderful and friendly!|"2022-09-15 23:59:00"|0|2
566399054|"_WeChat271931****"|"Monger"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"en"|"As usual l enjoyed my stay loved the decor the Christmas spirit was hyped|"2021-12-12 23:59:00"|0|1
653971545|"_TSUS31to91l****"|"Piet69"|5|5|5|5|5|Outstanding|"Friends"|"Superior Double Room"|"en"|"Great rooms, good service. Will stay there again|"2022-10-22 23:59:00"|0|2
542362089|"_TSUSdylej74****"|"KayDancer"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"en"|"Great stay as per usual at CitiGo. Not our first time booking this hotel brand and we were not disappointed. However,the size of the hotel room was way smaller than last time (Guangzhou). So that came as a bit of a shock to use,but everything else was above par.|"2021-10-01 23:59:00"|0|2
540958758|"E294235****"|"Maurizio"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"Possibly the best place to stay in Beijing. Close to Beijing Capital Airport (around 20-30 mins) and convenient to metro. Rooms are small but there is a perfect use of the interior space. (Kinda) international breakfast. Recommend with 5 stars ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ |"2021-09-24 23:59:00"|0|2
538875673|"_TSUS673exnj****"|"GustavoR"|4.2|4|4|4|5|Good|"Solo travelers"|"Superior Double Room"|"en"|"Had a pleasant experience overall.  The rooms were clean and comfortable.  The blackout window screens were particularly helpful sleeping late or taking a nap.  Location is good near the subway station.  No complaints. |"2021-09-10 23:59:00"|0|1
537344351|"D449958****"|"JaysonLarrySelorm"|5|5|5|5|5|Outstanding|"Friends"|"Superior Double Room"|"en"|"This hotel is amazing. Super comfortable and clean.. definitely recommend to anyone who loves their peace and comfort on a slightly lower budget. Hotel stuff excellent  |"2021-08-30 23:59:00"|0|1
521059723|"_GG334943****"|"EniolaADEDIRANOLADE"|4.5|5|5|3|5|Very Good|"Solo travelers"|"Superior Double Room"|"en"|" That hotel is impressive. I will be using them every I travel somewhere, and they have a branch. However, be prepared to speak a lot of Chinese to the receptionist. Also, if you paid online, you won’t get paper fapiao from the hotel. I didn’t know that, and I think Trip.com should write it somewhere on the landing page. Besides this, CitiGo was the highlight of my experience in Beijing.|"2021-07-17 23:59:00"|0|2
569550270|"E465319****"|"Martenique"|4.5|5|5|4|4|Very Good|"Couples"|"Superior Double Room"|"en"|"Returning again and again for easy access trips in the city, with a hotel that offers great location, breakfast and entertainment area in the lobby.|"2021-12-29 23:59:00"|0|2
569820562|"_WeChat257640****"|"Helder"|3.5|4|3|3|4|Fair|"Business travelers"|"Superior Double Room"|"en"|"This is a great place for a good night of sleep for travelers that have business in the area. it is a great value stay. Breakfast is decent enough for both western and local standards. The TV is a bit of a problem as it is all in Chinese without any international channels. if all you need is a good night's sleep and a decent breakfast in a nice clean place this hits all of the checkmarks.  |"2021-12-25 23:59:00"|0|1
567425105|"_WeChat266951****"|"Noumie"|4.5|3|5|5|5|Very Good|"Solo travelers"|"Superior Double Room"|"en"|"The  hotel was very clean, and the service is really good. Everything in the hotel including breakfast, staff were SUPER nice.... The location was not really convenient because not so many shops, malls around.|"2021-12-17 23:59:00"|0|2
572009549|"E322948****"|"Zainub"|4.5|5|3|5|5|Very Good|"Couples"|"Superior Double Room"|"en"|"Great hotel. The location was very good, easy accessible to many places and convenient |"2022-01-15 23:59:00"|0|2
565091837|"_WeChat299045****"|"AndyZ"|5|5|5|5|5|Outstanding|"Solo travelers"|"Deluxe Smart Room (Queen bed)"|"en"|"It is a small hotel, but very new and very nice. The gym is small but has everything you would need. There is laundry as well for those who stay longer. Breakfast is until noon, which is a plus. Also there is free wontons in the evening from 10-11, and they were good wontons too. There’s also free drinks included in the room, besides just water, which is another plus. Location is good, being right next to the subway and airport express. Only main negative for me is the room being small (though not a big deal for a short stay) and warm at night (so I opened the window for a bit).|"2021-12-04 23:59:00"|0|2
504021159|"E368284****"|"DannyL"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"This hotel chain maintains the same standard no matter which city you are in.  Reception was efficient and checkin was smooth. The room: clean , has a mini fridge and a unique design. Not a huge space but sufficient for what you need when travelling.  There is a small mall, restaurant and  convenience store within walking distance from the hotel as well. |"2021-06-04 23:59:00"|0|2
563870022|"E279117****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"the service was great, esp the breakfast. the room was clean and smart. I got food delivery from a robot, that was amazing. the reception is very helpful.|"2021-11-25 23:59:00"|0|1
497615083|"_AP430696****"|"AngelBoachie"|4.7|5|5|5|4|Wonderful|"Solo travelers"|"Superior Double Room"|"en"|"Friendly staff, good food( had breakfast and the free evening meal, both were okay), the room was very efficient and comfortable Even though it’s small, it  is very good for one person, also the style of the room is very modern and chic, overall my stay was a 9/10, would definitely stay here again.   |"2021-05-09 23:59:00"|1|2
552641397|"M483604****"|"Tanvir"|3.7|5|3|4|3|Fair|"Business travelers"|"Superior Double Room"|"en"|"The staff is very good, bed is comfortable everything else is just fine, only I suggest that they should improve the cleanliness of the room as I saw some corner sides and washroom were not properly cleaned, and should bring improvement in amenities.|"2021-10-28 23:59:00"|0|2
713965181|"E52305****"|"MORY"|5|5|5|5|5|Outstanding|"Friends"|"Superior Double Room"|"en"|"very Good, we liked|"2023-01-07 23:59:00"|0|2
550381284|"D57015****"|"Petrus"|4.5|4|4|5|5|Very Good|"Business travelers"|"Superior Double Room"|"en"|"Small room but clean and cozy. Great western breakfast and cozy lobby bar with good selection of beer 😁|"2021-10-17 23:59:00"|0|2
545529140|"_WeChat323140****"|"Kane"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"I always stay at Citigo. The right amount of fun and coolness with out being uncomfortable. The service and rooms are great. |"2021-10-14 23:59:00"|0|2
496583947|"_TSUSdylc1ah****"|"GuestUser"|4|5|3|5|3|Good|"Couples"|"Superior Double Room"|"en"|"The location was perfect, close to restaurants and the subway! So easy to move around! |"2021-05-01 23:59:00"|0|1
558240340|"E22395****"|"Kevin"|5|5|5|5|5|Outstanding|"Solo travelers"|"Deluxe Smart Room (Queen bed)"|"en"|"Good facilities, had a wonderful experience, service was great , I enjoyed the buffet breakfast.|"2021-10-18 23:59:00"|0|2
547526771|"_GG474864****"|"FadouaDoufa"|5|5|5|5|5|Outstanding|"Friends"|"Superior Double Room"|"en"|"It was amazing... The hotel staff were extremely nice, delicious breakfast and a super cozy room|"2021-10-17 23:59:00"|0|1
542322076|"D334659****"|"Haven"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"This hotel is located central to many attractions as well as the walking distance to the metro and close to the airport. The customer service was excellent. Exceeded my expectations. The cleanliness of the facilities and the amenities are great for solo travelers and families alike. I enjoyed the breakfast served from 7-12. And the little robots delivering packages through the hotel. If I return to Beijing I would book here again!  |"2021-10-02 23:59:00"|0|2
539585478|"_WeChat418067****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"Great amenities, gym is well equipped, they have a laundry room. Room is functional as typical of CityGo.|"2021-09-10 23:59:00"|0|2
575585710|"_WeChat422830****"|"FernandoR"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"This hotel is perfect for a short trip (well located). I'll definitely recommend it if you're planning to visit Beijing for a business trip or just want to enjoy your stay without any headache.|"2021-09-03 23:59:00"|0|1
536110442|"_WeChat392681****"|"NinaLee"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"Everything was beautiful,the bed was comfortable,check in and check out was also very fast didn’t have to wait.         |"2021-08-21 23:59:00"|0|1
543443323|"_WeChat249680****"|"GuestUser"|4.5|4|5|5|4|Very Good|"Friends"|"Superior Double Room"|"en"|"It was a great stay! Close to many restaurants and subway stops. Would stay again!|"2021-10-08 23:59:00"|0|1
576019208|"E430097****"|"Mark"|3.5|3|4|3|4|Fair|"Other"|"Superior Double Room"|"en"|"Clean room.  Modern style and service friendly|"2022-02-17 23:59:00"|0|2
529426635|"_WeChat368947****"|"GuestUser"|4.7|5|4|5|5|Wonderful|"Solo travelers"|"Superior Double Room"|"en"|"This is an outstanding hotel. It has everything that I wanted in a hotel and they really delivered on that.  There are plenty of conveniences that make your stay enjoyable. The staff, from the people in the check in desk to the cleaning ladies, is very helpful, accommodating and friendly.   The laundry room has both washing machines and driers and you don't have to purchase detergent nor liquid softener as they have it readily available for free. I noticed that there is a staff member on site to ensure all stays tidy and properly functioning.   The gym equipment was just what I needed. They have a good set of dumbbells, some treadmills, and some other machines to get you a good enough workout.   Another great feature is the extended breakfast hours. Not sure if this is standard in larger cities, but breakfast was served from 7 to 12, which is extremely advantageous.   The hotel enjoys a favorable location; there is a shopping mall with plenty of restaurants, mostly in the basement floor, and it's within a 2 minute walk. Sanyuanqiao metro station happens to be right next to that same shopping mall, making it very practical to have dinner and take the metro right after.  The only issue I found was connecting to the internet; you need t enter phone number, wait for the text message with a code and then enter the passport number. I made several attempts to connect to no avail. When I brought it up at the fron desk, one of the girls came to my room and set it up in no time. Unfortunately, I stopped having access after 2 days.  Anyways, definitely staying in this hotel next time I'm in Beijing!!|"2021-07-22 23:59:00"|0|2
524619564|"D352576****"|"Trippin"|5|5|5|5|5|Outstanding|"Family"|"Superior Family Room"|"en"|"Overall I enjoyed our stay. Check in/out was swift. Great rooms are tiny for a family of 4 but I wasn’t surprised because we’d stayed in  one before. We were a 3 minute walk from a mall that had great eating, shopping, and cinema. Breakfast was good, 7-12p. Night bar food available. Workout room was just right and we had the ability to do laundry. Our room was cleaned daily and with excellence. Metro Line 10 is within walking distance. |"2021-07-18 23:59:00"|0|2
518390696|"_WeChat355398****"|"GuestUser"|4.5|5|4|4|5|Very Good|"Solo travelers"|"Superior Double Room"|"en"|"The room was perfect for me as a solo traveler. It had all the necessary amenities and while small it was very cozy.  The room was clean and the designs on the wall and ceiling were very appealing. This location is also ideal as its right next to subway station which allows for easy movements all over the city. |"2021-07-15 23:59:00"|0|1
516884735|"D29385****"|"Dubreuil"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"en"|"The hotel is well located. The check-in was fast and friendly, the employees were super nice. The room & bed are comfortable.|"2021-06-25 23:59:00"|0|1
505180349|"E7213****"|"MiriamBianca"|4.5|5|4|4|5|Very Good|"Couples"|"Superior Double Room"|"en"|"Perfect location, close to metro, a shopping mal and the „in street“ food mile. Stylish and modern rooms, maybe a little small. |"2021-06-25 23:59:00"|0|2
476538393|"_TSUS673f12q****"|"Faye"|4.5|5|5|5|3|Very Good|"Couples"|"Superior Double Room"|"en"|"We wanted a nice Christmas holiday, as we were unable to travel home to families for the holiday. We found the hotel on Trip.com. Although the room is small it is perfect for a couple. The staff were friendly on arrival and are able to speak some English but with a translation APP it is more than enough to communicate. We were also give cute Christmas boxes with an apple inside, which was a nice touch. The bed is super comfortable and the set up of the room is very space effective. The one concern we had was that the towels smelt like second hand smoke which was not great. There is a nice gym on the first floor, along with 3 washing machines and 3 dryers next to elevators on the right hand side. There is laundry detergent and fabric softener next to the machines and they are available for guests to use 24/7.  The location of the hotel is incredible. The line 10 subway station is a 3 minute walk away and downtown is 5 stops from the station on the same line. There is also a lovely Mall one stop away the Mall is The Grand Summit and has other tasty restaurants to enjoy. The Galleria Mall is a 3 minute walk from the hotel which has a nice supermarket and some decent restaurants. There is a Starbucks opposite the Hotel, it is a bit hidden as you need to cross the road and go down a few stairs. The fact that it’s hidden means there are not huge crowds of people.  I will definitely recommend this hotel to friends and family visiting Beijing.|"2020-12-24 23:59:00"|0|1
500353411|"M60575****"|"Stan"|3.7|5|3|4|3|Fair|"Couples"|"Deluxe Smart Room (Queen bed)"|"en"|"The room is pretty small, the toilet and shower are separated and not convenient, both have glass doors, so you can see and hear everything through it. Good location and good breakfast, but this hotel is a little overpriced in my opinion |"2021-05-22 23:59:00"|0|2
500547515|"E419336****"|"DonavanMark"|5|5|5|5|5|Outstanding|"Family"|"Superior Family Room"|"en"|"The hotel was great for young families of 3 and couples as the rooms could be judged as a bit small for the comfort of those who have a larger family. the Decor was fresh and modern. Morning Buffet breakfast was great mix of western / Chinese and the choice is good. Traveling around the area was simple and great having the Metro so close by. |"2021-05-17 23:59:00"|0|1
501910893|"_WeChat318766****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Deluxe Smart Room (Queen bed)"|"en"|"Great hotel. Everyone was really friendly especially the welcoming desk and the bartender. As a foreigner I never felt different and the environment was really relaxing. Everything was super clean especially the rooms. Loved my breakfast so much. There was a lot of different dishes to accommodate everyone’s taste. I would definitely book this hotel again!  |"2021-05-11 23:59:00"|0|1
496523614|"_WeChat259601****"|"Saskea"|5|5|5|5|5|Outstanding|"Friends"|"Superior Double Room"|"en"|"It was a great stay. I’ve stay in this brand of hotel a few times and service is always fantastic. They are helpful at the front desk and check in was smooth.  The general atmosphere is cool with younger and middle-aged people staying in this hotel. The design is modern and very functional. The rooms are smaller, but not lacking in anything.  The location is great, close to a mall and walking distance to the subway. |"2021-05-01 23:59:00"|0|2
467578341|"_WeChat314255****"|"BjrnGero"|4.7|5|5|4|5|Wonderful|"Business travelers"|"Superior Double Room"|"en"|"Nice hotel, excellent location. Rooms are clean, breakfast is very good and best is that you can get the breakfast until 12:00 AM. Just the check in process is a bit complicated, related to language. But all in all I would book the hotel again  |"2020-10-29 23:59:00"|0|2
541351637|"_WeChat315959****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Superior Double Room"|"en"|"Location is very convenient. The hotel has a great style, amenities look new. The room has been comfortable, shower worked well. The hotel is easy to find, location makes it easy to go around. Would come back for our next stay in Beijing.|"2021-04-03 14:01:00"|0|2
527225315|"_WeChat341933****"|"Joo"|4.2|4|4|4|5|Good|"Solo travelers"|"Superior Double Room"|"en"|"Nice and clean , small modern rooms , gym good , breakfast good |"2021-07-24 23:59:00"|0|3
535889688|"E225409****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Superior Double Room"|"en"|"I’ve enjoyed my stay, room was a bit smaller than I expected but very nice and clean.|"2021-05-02 23:59:00"|0|1
485353875|"E1371****"|"GENOTPhilippe"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"I had to wait a few days for an international flight so I booked this hotel because of its location, 5 minutes away for the Beijing-Express station to Beijing airport. Perfect location 30 minutes away from Beijing Capital Airport, subway station to downtown also there as well as many bus lines. Shopping mall and restaurants are also next door. Room are small but really good designed. Hotel staff is friendly but the communication might be difficult for non-Chinese speakers. Another plus of the location, very quite evening and over night.  |"2021-02-14 23:59:00"|0|2
427082539|"M419682****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"I stayed here for two days. The stay was pleasant and staff is very helpful and kind the room service and everything’s very good. |"2020-08-03 23:59:00"|0|1
476351074|"_WeChat277209****"|"Muhammad"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"I love the style of the environment  Everything was beautiful and the staff are very polite I will advise people to come to this hotel |"2020-12-30 23:59:00"|0|1
474463452|"_WeChat243692****"|"GiraldoLopez"|3.5|4|4|2|4|Fair|"Couples"|"Superior Double Room"|"en"|"The hotel is located 5 minutes from line 10 subway station. This station has a direct link to Airport T2 and T3 (30 mins). The only minus is that the staff spoke very little English and didn't particularly try to be helpful. |"2020-12-13 23:59:00"|0|2
475525664|"D55807****"|"GuestUser"|3.5|4|3|3|4|Fair|"Business travelers"|"Deluxe Smart Room (Queen bed)"|"en"|"The room itself is small but perfectly designed. I was impressed by the quality of the room and how modern it is, it's really good. Bed comfy too. But front desk oh my that was a challenge, just a mess to check in, their systems are either not so good or staff don't really know what they're doing. No apology for the hassle once it was resolved. It wasn't a language barrier issue, my Chinese is OK and I was with a Chinese colleague, it was just rubbish booking system / staff didn't know how to resolve problem their booking system created. |"2020-12-10 23:59:00"|0|2
500293452|"E1745****"|"Coollife"|4.2|5|4|4|4|Good|"Solo travelers"|"Superior Double Room"|"en"|"Easy going place , very cheap , convenient area    |"2021-05-21 23:59:00"|0|3
473248321|"E28265****"|"EVSEVLEEV"|5|5|5|5|5|Outstanding|"Business travelers"|"Deluxe Smart Room (Queen bed)"|"en"|"Pretty good location next to the sanyuanqiao airport express station, main areas are with 15-30 mins by taxi. Room was clean and smartly designed, so the small space feels enough for 1 person needs.  |"2020-11-18 23:59:00"|0|2
468457838|"E5972****"|"KaraTai"|3.5|4|3|3|4|Fair|"Solo travelers"|"Deluxe Smart Room (Queen bed)"|"en"|"The hotel is close to a few good restaurants. The room was quite clean and spacious enough. The TV did not work and when I asked for someone to come to fix it, they couldn’t understand English. At noon, I went to the restaurant to eat lunch. They told me breakfast was finished. I said, that’s ok because I want to eat lunch. They said lunch wouldn’t be served until 13:00. In my opinion, breakfast should end earlier so they can offer lunch at lunchtime.|"2020-11-06 23:59:00"|0|2
464135497|"E39607****"|"GAMEZFLORALEJANDRO"|4.2|4|4|4|5|Good|"Business travelers"|"Superior Double Room"|"en"|"Extremely difficult to communicate if you don’t have knowledge of Chinese language, in this covid times that many papers need to be done , will be appreciated if they can hire Someone who can speak English |"2020-10-07 23:59:00"|0|2
498029081|"M415961****"|"GuestUser"|5|5|5|5|5|Outstanding|"Other"|"Superior Double Room"|"en"|"i think is very good when I live in this hotel|"2021-04-30 23:59:00"|0|2
472927182|"_WeChat248440****"|"Filippissimooo"|5|5|5|5|5|Outstanding|"Solo travelers"|"Deluxe Smart Room (Queen bed)"|"en"|"Great hotel with stunning decor, many restaurants and shopping mall just next to it. Easy to reach the main destinations of the city with metro or taxi!  |"2020-10-01 23:59:00"|0|2
472843146|"0951****"|"GuestUser"|4.7|5|4|5|5|Wonderful|"Business travelers"|"Superior Double Room"|"en"|"Nice hotel, good location but room is too small, good for short biz trip|"2020-12-03 23:59:00"|0|1
452387152|"_FB55586****"|"DrDonaldTafadzwa"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"Neat rooms, good customer service. I enjoyed my stay and will definitely come back again in the future. |"2020-09-06 23:59:00"|0|1
489894818|"_TSUS6723wt0****"|"JohannesJozefBults"|4.5|5|3|5|5|Very Good|"Business travelers"|"Superior Double Room"|"en"|"Nice hotel, convenient location, great breakfast and their coffee is super|"2020-11-24 23:59:00"|0|1
448041533|"D282781****"|"Olivia"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"Excellent, nice design very clean.  Good breakfast and I am foreigner so it was all perfect |"2020-08-18 23:59:00"|0|2
471007850|"_WeChat315149****"|"Samuelmhtam"|3.2|5|2|3|3||"Family"|"Superior Double Room"|"en"|"A modern hotel for young ones. But the room is just too small|"2020-11-18 23:59:00"|0|3
463890255|"E11598****"|"CarlosEsmeral"|3.2|4|3|3|3||"Business travelers"|"Superior Double Room"|"en"|"It was a good location, nearby some restaurants and a mall. Need to improve cleaning|"2020-08-24 23:59:00"|0|2
473291396|"E382544****"|"Radassboho"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"Outstanding customer service and close to all popular spots in Sunlitun|"2020-10-04 23:59:00"|0|1
461690608|"_TSXX672ahnm****"|"GTavares"|5|5|5|5|5|Outstanding|"Solo travelers"|"Superior Double Room"|"en"|"I great hotel with a incredible service. For shore I will come back|"2020-10-01 23:59:00"|0|1
485621555|"_GG250972****"|"Winfred"|5|5|5|5|5|Outstanding|"Business travelers"|"Superior Double Room"|"en"|"Perfect location for a Perfect Stay |"2021-02-28 23:59:00"|0|2
475157866|"_WeChat296551****"|"PRAKASHRATNA"|4|5|3|4|4|Good|"Solo travelers"|"Superior Double Room"|"en"|"Congested rooms. Gym hall is small.  |"2020-12-16 23:59:00"|0|2
