id|userId|nickName|ratingAll|ratingLocation|ratingFacility|ratingService|ratingRoom|commentLevel|travelType|roomName|language|content|checkinDate|usefulCount|grade
651204437|"M480764****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Advanced large bed room"|"zh"|As soon as I entered the hotel door, I felt the strong industrial atmosphere of the hotel. The front desk service was thoughtful and attentive, and very enthusiastic. They also helped with luggage and answered questions in a timely manner. The hotel's epidemic prevention and control measures are also in place. The place is also very close, the packed breakfast is very rich and delicious, especially the porridge is very delicious. It is very close to Nanluoguxiang, Houhai, Lama Temple and so on. It is very convenient to handle business and eat, drink and play. The transportation is also very convenient. The room is very clean! The bedding was clean and tidy.|"2022-10-21 00:00:00"|0|1
649540133|"_WeChat49369****"|"Yanhuayuluomingyeqiao"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|The subway at Nanluoguxiang is very close. The young lady with short hair promised to upgrade the room last time. The room is a little bigger than the last time, and the morning sun is full. The late-night chicken soup wontons are very good, and the laundry room is also very convenient.|"2022-10-12 00:00:00"|0|2
629898979|"_WeChat35297****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Panoramic Double Room"|"zh"|Stayed for 2 days, the front desk and waiters are very nice, everyone will greet customers kindly when they see customers, and robots will deliver meals. The location of the hotel is also very good, the subway and attractions are very close.|"2022-08-25 00:00:00"|0|1
654420463|"_WeChat279029****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|Every sincere say hi and smile is a warm hug o(≧v≦)o|"2022-10-29 00:00:00"|0|1
622561127|"M56357****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"2-bedroom Suite"|"zh"|The room is clean, tidy and comfortable, the service attitude is very good, the location is great, the transportation is safe and convenient, and the environment is very good at night|"2022-08-11 00:00:00"|0|1
622999697|"M1531****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|The location is very convenient, less than 200 meters from the Nanluoguxiang subway exit of Line 8. Although the room is smaller, but the facilities are good, more convenient and practical. Especially the bed is very comfortable, the room provides free mineral water and drinks every day, and there is a free wonton supper on the second floor at ten o'clock in the evening, not bad~|"2022-08-10 00:00:00"|0|1
719574179|"M249012****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Advanced large bed room"|"zh"|The location of the hotel is excellent, within the second ring road, next to the subway, next to the pedestrian street. Hygienic environment is OK. It is delivered to the room early in the morning, which is convenient and fast! Luggage storage is also available. The fly in the ointment is that the bathroom and bathroom are only covered by curtains, so it is not convenient to stay with children or friends.|"2023-01-30 00:00:00"|0|2
719923033|"1516895****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"2-bedroom Suite"|"zh"|The hotel is very satisfactory, the front desk is very warm and patient, the hotel at this price is already very nice, you can go out to Nanluo and subway stations, the Forbidden City, Tiananmen, Wangfujing, Drum Tower, Shichahai, Houhai, all kinds of classic taxis within 15, subway Within 5 stations, it is very convenient, and the free midnight snack is also delicious. I ate three bowls. I brought two children and booked a double-decker room. It is so fragrant. The children can play and watch TV on it. I can use my mobile phone downstairs and sleep separately without affecting each other. It is rare that I can sleep by myself at night when traveling. sleep well.|"2023-01-27 00:00:00"|0|1
716233103|"M255242****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Advanced large bed room"|"zh"|The location is next to the Nanluoguxiang Subway Station, with convenient transportation. It takes only a few minutes to walk to Beihai Shichahai. The hardware environment is very warm, and the hotel also provides late-night snacks. The service is nice|"2023-01-24 00:00:00"|0|1
713504549|"E2980****"|"GuestUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room"|"zh"|The location of the hotel is very good. It is very convenient to go to the subway entrance, Nanluoguxiang entrance, and Tiananmen Square, the Forbidden City of Shichahai and Beihai. There are time-honored restaurants around, snack bars, Lawson, and restaurants of different grades.|"2023-01-21 00:00:00"|0|1
613525081|"yy****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|Very satisfied, clean and hygienic, convenient transportation, friendly service, the hotel has a public washing machine, it is very convenient to do laundry, the breakfast is nutritious and balanced, the small robot is very cute to deliver breakfast, and there are also wontons for supper|"2022-07-21 00:00:00"|0|1
712592467|"M6389****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|Very satisfied, the facilities are very new, the service is good, the bath towels are thick and soft, the breakfast is rich and varied, the location is very good, just next to the Nanluoguxiang subway station, I will stay here next time. There is also a self-service laundry room for washing and drying|"2023-01-19 00:00:00"|0|1
612479273|"M465276****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|Good location, many surrounding attractions, travel is very convenient. The layout of the room is reasonable, the view from the window is good, the mattress is very comfortable, the location of the lamps is reasonable, and the breakfast is very rich.|"2022-07-20 00:00:00"|0|1
602347693|"E1526****"|"Yueguangmanbu"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room"|"zh"|It's hard not to give full marks. No matter the location, conditions, etc., you can't be picky. The subway entrance and the entrance of Nanluoguxiang are within a 2-minute walk of the hotel. Isn't it perfect? so perfect. Huan Pavilion brings the kind of relaxed atmosphere that can be seen everywhere. The rooms are readily available, and the breakfast robot will deliver breakfast to your door during special periods. very happy.|"2022-06-29 00:00:00"|0|2
700264849|"110302****"|"JohnnyCui"|5|5|5|5|5|Outstanding|"Family"|"2-bedroom Suite"|"zh"|The location of the hotel is very good, just in Nanluoguxiang, very close to the Forbidden City, Prince Gong's Mansion, and Shichahai. The service attitude is excellent and responsive to requests. The accommodation conditions are very good. The double-bedroom double bed is 1.8 meters. It is very spacious for a family of four, two or two to sleep. In particular, I would like to praise the service staff on the second floor, Ms. Zhang, for her serious and responsible work and enthusiastic attitude!|"2022-12-29 00:00:00"|0|1
683450279|"M515922****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room"|"zh"|Great location! It is Nanluoguxiang when you go out, so it is very convenient to go anywhere. The room is clean and tidy, cleaned every day. There is a coffee machine at the front desk that you can use for free, and the staff are very friendly.|"2022-12-15 00:00:00"|0|1
623847099|"1350131****"|"Zhengyangdaoren"|5|5|5|5|5|Outstanding|"Solo travelers"|"Advanced large bed room"|"zh"|It can be said that it is the nicest hotel I have stayed in this year. I stayed here during the epidemic. First of all, not to mention the location. It only takes one minute to go to Nanluoguxiang. Parking is free. The room is small but clean, modern and smart. The biggest highlight is the garden in the front yard. If you buy takeout and eat here, it's a beauty.|"2022-05-26 00:00:00"|0|2
648853043|"M282669****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|In the afternoon, I came to the city to take the elderly to see a doctor. I was afraid that the elderly would not be able to stand it in the morning. I compared many hourly rooms and chose Huan Pavilion. a great help|"2022-10-13 00:00:00"|0|2
646737501|"dragonla****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"2-bedroom Suite"|"zh"|Facilities: The facilities in the room are super smart and kept very new, and you can enjoy free parking in the place where the land is expensive, which is great! ! !  Hygiene: clean and tidy, towels and bath towels feel that they are often replaced, still fluffy, no odor, no stains  Environment: I won't talk about the surrounding environment. Those who like in-depth tours don't like the ancient alleys. Although they are driving, there is a subway entrance not far from the hotel, and the transportation is very convenient.  Service: Unexpectedly, there are supper, hot little wontons, really good, breakfast is also very good, delivered to the room, with meat and vegetables, fruit, yogurt, full of energy for breakfast!|"2022-10-08 00:00:00"|0|1
645903569|"M347818****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Family"|"Panoramic Double Room"|"zh"|Service is very good! Worth going back! Wanchun Building can be seen from the window of the south room|"2022-10-06 00:00:00"|0|1
644956931|"206136****"|"Charrie86"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|It's very close to the nucleic acid point. There are Pizza Hut, Rosen, and Miss Fu in Chengdu. It's super convenient.|"2022-10-03 00:00:00"|0|1
644816389|"_M1867311****"|"Maoshanwangdewang"|5|5|5|5|5|Outstanding|"Friends"|"Advanced large bed room"|"zh"|It's pretty good. I'm a Beijinger who has been playing for a day. The temperature is very cold. I really don't want to go home. It's very good.|"2022-10-03 00:00:00"|0|1
644714235|"M244291****"|"Luzhenggo"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|Convenient transportation and excellent location, only a few dozen meters away from the entrance of Nanluoguxiang|"2022-10-03 00:00:00"|0|2
650159613|"M244675****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|The location of the hotel is really very good. It is only a two-minute walk from the Nanluoguxiang subway entrance. It is super convenient, and the service attitude of the lady at the front desk is very good. It has been upgraded to a view room, which is very comfortable!|"2022-10-02 00:00:00"|0|1
642756973|"_ZFB208800264165****"|"Meilijiejie69"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room"|"zh"|The location is excellent, very close to the subway, and the nucleic acid point is also very close. The breakfast is very good, and it is basically the same every day (stayed for 4 nights). The service staff is also very friendly. There is free coffee at the front desk. It is recommended to stay.|"2022-09-25 00:00:00"|0|2
641144879|"_CFT0220041****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|The location of the hotel is very good. It is Nanluoguxiang when you go out. The room facilities are also impressive, and the smart home coverage is in place👍🏻|"2022-09-24 00:00:00"|0|1
639303043|"M9005****"|"Sanqiren"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|This hotel is very good, the price is fair, and the location is very good. I walked to Jingshan Park for the first time, and it will be there in a while. The cleaning Xiao Zhao is careful and meticulous. The room is clean and tidy, warm and comfortable. I will stay here next time I have a discount.|"2022-09-18 00:00:00"|0|2
636089145|"M46394****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Double Room"|"zh"|Very much more than expected hotel, clean and comfortable. Good location: within 15 minutes to the nearby Jingshan Park, Beihai Park, Houhai and Hutongs~ Wall crack recommendation👍|"2022-09-10 00:00:00"|0|2
577852942|"_WeChat291004****"|"Xiaofanfan1027"|5|5|5|5|5|Outstanding|"Business travelers"|"Advanced large bed room"|"zh"|I booked it for relatives, although I didn't live there myself, but from my personal point of view, I think it's good, quiet in the middle of the noise, and convenient transportation. give a good review|"2022-03-01 00:00:00"|0|1
630901969|"201198****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Advanced large bed room"|"zh"|The hotel is hidden in the city, close to the south exit of the lively Nanluoguxiang and the subway station. It is very quiet in the small courtyard, and the overall mottled design is well thought out. The room is not big, but the structure is reasonable and functional. Of course, intelligent service response is very fast.|"2022-08-28 00:00:00"|0|1
632274065|"M223793****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"2-bedroom Suite"|"zh"|Booked a bunk and the bed was huge. The decoration is average, but the attitude of the staff is great. There is a laundry room, takeaways can help you go upstairs, robots deliver meals, coffee and supper. The location is also good and convenient. The Nanluo Post Office is less than 50 meters to the left when you go out of the hotel. The ice cream inside is very valuable and can be stamped. Further ahead is Nanluoguxiang, and about 200 meters is the nucleic acid point.|"2022-08-27 00:00:00"|0|1
619174057|"_WeChat259270****"|"AnonymousUser"|2.7|2|2|4|3||"Family"|"Advanced large bed room"|"zh"|1. The room is small. The bed is next to the wall on three sides. How can the person sleeping in it get out of bed? There is no place to put the suitcase open, so put it directly on the ground, and step into the suitcase when you get out of bed. 2. There is no privacy in the bath. There is a curtain but only one side is covered. 3. No curtains, only one electric window screen, still broken, off track, stuck in the position where it can't go up or down, it's full of dust, I want to fix it and choke my face 4. Ctrip booked a check-out at 2:00 pm early in the morning, and said hello to the front desk early in the morning at 2:00 pm. 5. There are two lunch boxes for two days, and only two for children. The richness of the lunch box is beyond imagination. One millet porridge, one egg, one pumpkin, a little pickle, and a small piece of raw banana, all hotels in Beijing can dine in. He is saving costs, it is better to not have it at all 6. The elevator was broken during the stay, and it is conceivable to take the stairs with an overweight suitcase. The above are all pragmatic evaluations, those who can accept it, please order it, I will never come again|"2022-08-04 00:00:00"|0|1
617749475|"E3558****"|"tinkerbell125"|2.7|3|3|2|3||"Family"|"Panoramic Double Room"|"zh"|After reading so many good reviews, I thought it was really good The results are astounding Originally made an appointment for three nights, but decided to cancel it, only stayed for one night and changed it quickly  Hygiene: First of all, it looks clean and it looks clean. It's not that bad. The room is small. The lighting is dark and the decoration style is dark.  Service: The service is even worse  Transportation: Maybe it's okay for transportation. It's next to Nanluo subway station. In addition, the bathroom and aisle of the room here are drawn with curtains. It is very inconvenient to take a shower. It is very inconvenient to take a child with a perspective from the outside. Choose carefully|"2022-07-30 00:00:00"|0|1
616242467|"M49685****"|"AnonymousUser"|1.7|2|2|1|2||"Other"|"Advanced large bed room"|"zh"|It's too embarrassing. Outsiders don't call the hotel to ask about nucleic acid and travel in Beijing. It's too embarrassing! Called in advance to ask if the non-local car can drive to the hotel, because the hotel is located within the 2nd ring road, I heard that the non-local car cannot enter, but the hotel replied that the Beijing entry permit can enter! As a result, after applying for the Beijing Entry Permit, we still could not enter. We were stopped by the traffic police as soon as we entered the Second Ring Road. We could only park the car in the toll parking lot outside the Second Ring Road, and then took a taxi to the hotel! ! I also asked the hotel for nucleic acid testing, and said that it will be tested 24 hours a day. After the result arrived, I realized that it could not be tested after 9 pm! If you don't know, then answer if you don't know. Don't give out-of-towners completely wrong information. It's really expensive and time-consuming and makes people very angry! !|"2022-07-29 00:00:00"|0|2
615748735|"M55688****"|"GuestUser"|5|5|5|5|5|Outstanding|"Family"|"Double Room"|"zh"|First of all, the transportation is very convenient. After leaving the subway station, it is Nanluoguxiang. There is a free nucleic acid testing point. The hotel environment is very warm. Drinking water, cola, and Sumida River coffee are provided for free. I like it very much, the food delivery robot is very advanced|"2022-07-28 00:00:00"|0|1
615916191|"118263****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Family"|"Advanced large bed room"|"zh"|The location is just at the entrance of Nanluoguxiang subway station. There is a nucleic acid site next to the transportation. Although the room is not big, the layout is reasonable and well-equipped. The room and facilities are clean and tidy. The staff's service attitude is very good. The flaw is that it is too close to the garbage station and it smells bad every time you pass by|"2022-07-26 00:00:00"|0|1
612964941|"1352083****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Other"|"Double Room"|"zh"|Hygiene: good, the profile is clean; Environment: The room is small and complete, the location is great; Service: every employee fried chicken nice; Facilities: Great location and free parking, small and complete, everything you need, cola soda, mobile phone holder, all are available.|"2022-07-23 00:00:00"|0|1
612595509|"M331006****"|"GuestUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Advanced large bed room"|"zh"|The location is amazing, next to Nanluoguxiang, about ten minutes walking distance from Shichahai, and less than 100 meters from the subway entrance. Travel is so convenient but the hotel is quiet and sanitary. I will also consider staying next time I come to Beijing.|"2022-07-22 00:00:00"|0|1
570811042|"205178****"|"Cynthianuonuo"|4|4|4|4|4|Good|"Friends"|"Advanced large bed room"|"zh"|The hotel room is not big, the network is not easy to catch up with the line maintenance, and the temperature of the bath water is controlled at about 40 degrees, which is a bit cold. Because it is in cooperation with the brand, there are breakfast and supper, so there are only a few kinds of wontons, the bean juice is average, and the coke circle is cold. If it is 10 points, 8.5 needs to be improved. Also, the hotel has called to ask for a review|"2021-12-25 00:00:00"|2|2
611264421|"M30371****"|"GuestUser"|3.7|3|3|5|4|Fair|"Family"|"Superior Memory Foam Double Room"|"zh"|The service is very satisfactory, the young lady is very warm and gentle, and the takeaways delivered to the door will be taken back and delivered by robots At that time, I chose this hotel because it was close to the subway and the alley. The location of the hotel has nothing to say. The room is very small and compact. There is no standard room in the hotel, only a big bed room, so it's a bit tight.|"2022-07-19 00:00:00"|0|1
610375619|"_WeChat288575****"|"AnonymousUser"|4|4|2|5|5|Good|"Couples"|"Advanced large bed room"|"zh"|There is free American coffee in the lobby, which was not available in Shangdi before. There is no breakfast buffet now, and nothing I like to eat except coffee and eggs. Air conditioning is not cooling (the noise is also very loud), the bath water is very small|"2022-07-16 00:00:00"|0|1
577908651|"1358056****"|"Duanjiaozhurouwan"|5|5|5|5|5|Outstanding|"Family"|"2-bedroom Suite"|"zh"|It is a must-choice place to live in Beijing every year. The hotel's service facilities and sanitation environment are satisfactory. I used to live in a big-bed room with a view and I could see the White Tower of Beihai Park in the distance. This time I brought my children here. Duplex twin room, children also like it very much, the location above the Nanluoguxiang subway is even more first-class, the scenic spots within the second ring road are within walking distance, there are delicious and affordable restaurants everywhere, the opposite road is a convenience store coffee shop, roadside It is very convenient to park the shared bicycles. The entrance to the hotel is a medium and high-end private kitchen. The online reviews are good, and the box is full at night. I will try it next time.|"2022-01-07 00:00:00"|1|2
569821097|"M57323****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|🚗 Transportation: It is convenient to travel by public transportation, and the surrounding scenic spots are dense. Easy parking. 🧹Hygiene: clean promptly 🍃Environment: quiet in the noisy 🔔Service: Drinks are free, and cold ones at room temperature are available. The young lady at the front desk is warm and thoughtful.|"2022-01-02 00:00:00"|0|2
602545531|"M307635****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Business travelers"|"Double Room"|"zh"|It's good, but it was a bit annoying to recommend an upgrade at the beginning. I said twice that I didn't want to upgrade, but I kept pushing it. I understood that there might be performance pressure at the front desk, and it went up. I suggest that the group should not put so much pressure on employees. Employees are tired and customers are also tired. It will be a little annoying. 🚗 Transportation: very convenient, very close to the subway station 🧹Sanitation: very good, very clean|"2022-06-29 00:00:00"|1|1
568614239|"M257981****"|"GuestUser"|5|5|5|5|5|Outstanding|"Solo travelers"|"Advanced large bed room"|"zh"|I went to see Rumeng and decided on this hotel. The location is super good. It is Nanluogu Alley and next to the subway station. It is very convenient to go to Tofuchi Hutong, Ya'er Hutong or Shichahai, Forbidden City, Tiananmen Square, and it is very convenient during the day and night. Quiet, you can feel the morning in Beijing Hutong by opening the curtains. I like the style of the hotel very much, the door is warm, and the cold is immediately isolated from the outside. The black and white room style is simple and generous. The lights, curtains and heating are automatically turned on without inserting a room card. The meals are delicious in the morning and evening. The hotel staff are very kind and solve problems as soon as possible. In the end, Xiao Xiao’s flower wall was very beautiful, and I couldn’t help but take pictures every time I passed by. The sunflowers were growing towards the sun, the coffee they sent was delicious, I also gave me postcards, and the small gifts in the room were also super favorite. I am very happy to have a very comfortable living environment while making me feel like a dream.|"2021-12-25 00:00:00"|1|1
568124705|"1391797****"|"Xiaokeai"|5|5|5|5|5|Outstanding|"Solo travelers"|"Advanced large bed room"|"zh"|This time I went to Beijing to watch a drama like a dream. I booked this hotel in cooperation with Sumidagawa Coffee, endorsed by Xiao Zhan. After staying in the hotel, the front desk welcomed guests very warmly. Although the room is not big, it is clean and tidy. The mattress in his house is very comfortable to sleep on, and the quality of bathroom products is also very good. Water and drinks are free to drink. It is very close to the subway entrance and the transportation is very convenient. Special thanks to Sumidagawa Coffee, a cup of coffee a day, and free breakfast are really sweet, refill!|"2021-12-22 00:00:00"|1|1
568268181|"_WeChat25925****"|"feifei"|5|5|5|5|5|Outstanding|"Other"|"Panoramic Double Room"|"zh"|The location is very good, the hotel is right next to the subway entrance, it is convenient to go anywhere. And next to it is Nanluoguxiang, which feels like an old Beijing Hutong, there are many places to eat. Because of a drama event, the hotel is decorated so beautifully, coffee is also delivered, there are sunflowers in the room, blindfolds and keychains can be taken away, especially with care. Although the room is not big, the decoration is simple and generous, and very smart. The disadvantage is the double bed room, if you are not a couple or a couple, you will be embarrassed, because the room can directly see the toilet and shower room, although there are curtains, but it is more transparent, and it directly blocks the exit, that is, if there is one person When going to the toilet or taking a bath, the other person can only stay in bed. I hope it can be improved by changing the straight curtain into a thick curtain ring that surrounds the shower room and toilet.|"2021-12-21 00:00:00"|0|1
595190972|"_WeChat257995****"|"GuestUser"|5|5|5|5|5|Outstanding|"Couples"|"Double Room"|"zh"|The location is great, the curtains are very strong, you won't be woken up in the morning, it's very shading, and the windows are good for sleeping. The room design style is very good, and the toiletries are also very smelly. The air conditioner is average but acceptable.|"2022-06-09 00:00:00"|0|2
563374607|"300260****"|"Gediyasiketangruowang"|5|5|5|5|5|Outstanding|"Business travelers"|"Advanced large bed room"|"zh"|Love it very much, the location is very good, it is very close to Nanluoguxiang from the subway, and the service is very good. Children are also provided with slippers and small toothbrushes. Breakfast delivered by the robot|"2021-11-24 00:00:00"|0|1
573416238|"M251285****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Friends"|"Double Room"|"zh"|It's very good. I live here every time I come here. The location is excellent. The service at the front desk is also very good, especially the cleaning aunt. The work is very serious and responsible, and even the clothes that are thrown in the room are folded for us. Free upgrade of the room type to show you the scenery outside the window|"2021-11-11 00:00:00"|0|1
588988299|"_WeChat316568****"|"AnonymousUser"|5|5|5|5|5|Outstanding|"Friends"|"Advanced large bed room"|"zh"|The environment and location are very good. It is less than a minute's walk to Nanluoguxiang. During the epidemic, if the takeout cannot be delivered, the front desk staff will help to pick it up and send it upstairs with a small robot, which is very considerate.|"2022-04-30 00:00:00"|0|2
589210835|"M342987****"|"Benxiyuanfang"|5|5|5|5|5|Outstanding|"Solo travelers"|"Advanced large bed room"|"zh"|Personally think this hotel is really worth recommending, the service is very good. The setting is also very good. The air conditioner is not easy to use in the middle, so I changed the room directly, and the drinks in the room are free. . . Hahaha|"2022-04-30 00:00:00"|0|1
589474464|"M226486****"|"DearTos"|5|5|5|5|5|Outstanding|"Couples"|"Advanced large bed room"|"zh"|Except the room is a little small, everything else is good. The decoration is good, the service is good, the location is good, the subway exit is 2 minutes away, and there is a robot meal delivery service. It is the first time to see a robot applied in a hotel. It is very novel and very convenient. After three nights, I was very satisfied, and I didn't expect that the room also provided Coke at this price. The breakfast was canceled due to the epidemic, and it was packaged and delivered to the room. The portion is also large, and I am satisfied.|"2022-04-26 00:00:00"|0|2
